field_1,id,latitude,longitude,place_town,place_coun,kc_af1,kc_am1,kc_pm1,pc_af1,pc_am1,pc_pm1,po_af1,po_am1,po_pm1,tac_af1,tac_am1,tac_pm1
"2214","154191056",47.228591310500001,-122.425521220500002,Tacoma,Pierce,,,,,,,,,,31.843763351440430,16.697153091430664,29.415349960327148
"2215","154191124",47.228553849400001,-122.425640599199994,Tacoma,Pierce,,,,,,,,,,31.901782989501953,16.708677291870117,29.344614028930664
"2216","154191682",47.228967439300000,-122.426335742299997,Tacoma,Pierce,,,,,,,,,,32.008625030517578,16.776586532592773,29.138513565063477
"2217","154192143",47.229316193300001,-122.424324684499993,Tacoma,Pierce,,,,,,,,,,31.840230941772461,16.785270690917969,29.375152587890625
"2218","154193842",47.231919773900003,-122.424164484700000,Tacoma,Pierce,,,,,,,,,,32.955665588378906,16.655567169189453,29.430120468139648
"2219","154329053",47.236471241200000,-122.418338050200006,Tacoma,Pierce,,,,,,,,,,33.111541748046875,16.658460617065430,28.386333465576172
"2220","154330583",47.234304257700003,-122.418857445699999,Tacoma,Pierce,,,,,,,,,,32.049400329589844,16.734989166259766,28.609666824340820
"2221","154332912",47.232599638200000,-122.416034237700003,Tacoma,Pierce,,,,,,,,,,32.358837127685547,16.930606842041016,28.601020812988281
"2222","154333542",47.232258645100003,-122.418095966199999,Tacoma,Pierce,,,,,,,,,,32.329483032226562,16.871467590332031,29.047246932983398
"2223","154333847",47.232091799999999,-122.418697699999996,Tacoma,Pierce,,,,,,,,,,32.377754211425781,16.876733779907227,28.983810424804688
"2224","154334667",47.233414400000001,-122.420922500000003,Tacoma,Pierce,,,,,,,,,,32.186046600341797,16.510339736938477,29.162067413330082
"2225","154334878",47.233297616800002,-122.421030434800002,Tacoma,Pierce,,,,,,,,,,32.187328338623047,16.462125778198242,29.130170822143555
"2226","154335034",47.233320147199997,-122.420829781400002,Tacoma,Pierce,,,,,,,,,,32.159061431884766,16.516363143920898,29.108127593994141
"2227","154336268",47.230848609500001,-122.418362755600000,Tacoma,Pierce,,,,,,,,,,33.009452819824219,17.162639617919922,28.731723785400391
"2228","154336890",47.231091965300003,-122.415322779299999,Tacoma,Pierce,,,,,,,,,,33.016853332519531,17.291652679443359,28.481353759765625
"2229","154339533",47.229210400100001,-122.419895301099999,Tacoma,Pierce,,,,,,,,,,33.030094146728516,16.864059448242188,28.777786254882812
"2230","154340004",47.229079534299998,-122.419007655900003,Tacoma,Pierce,,,,,,,,,,32.844570159912109,16.702383041381836,28.431640625000000
"2231","154514582",47.261688627500000,-122.479842278700005,Tacoma,Pierce,,,,,,,,,,31.275249481201172,16.556873321533203,29.590534210205082
"2232","154592828",47.198696406800003,-122.408472871000001,Tacoma,Pierce,,,,,,,,,,32.731216430664062,16.761167526245117,27.942993164062500
"2233","154593173",47.198745695299998,-122.408440791700002,Tacoma,Pierce,,,,,,,,,,32.722858428955078,16.763113021850586,27.927352905273438
"2234","154596386",47.205819411900002,-122.407753647899995,Tacoma,Pierce,,,,,,,,,,32.820796966552734,16.821880340576172,27.738700866699219
"2235","154603688",47.229920797100000,-122.409020640400001,Tacoma,Pierce,,,,,,,,,,32.977180480957031,16.910573959350586,29.265586853027344
"2236","154603898",47.229857193199997,-122.408937309600006,Tacoma,Pierce,,,,,,,,,,32.967731475830078,16.995344161987305,29.349159240722656
"2237","155706492",49.879545604500002,-119.421342127000003,,Central Okanagan,,,,,,,,,,,,
"2238","155707461",49.879890852499997,-119.422010667600006,,Central Okanagan,,,,,,,,,,,,
"2239","155707943",49.879888475900003,-119.422265142200004,,Central Okanagan,,,,,,,,,,,,
"2240","155708243",49.879320046899998,-119.423836916699997,,Central Okanagan,,,,,,,,,,,,
"2241","155708349",49.879985914099997,-119.419338852199999,,Central Okanagan,,,,,,,,,,,,
"2242","155708628",49.879911593199999,-119.422064647100001,,Central Okanagan,,,,,,,,,,,,
"2243","155708828",49.879366065900001,-119.423612617000003,,Central Okanagan,,,,,,,,,,,,
"2244","155708970",49.879318534600003,-119.424592293800004,,Central Okanagan,,,,,,,,,,,,
"2245","155799182",46.923296666699997,-122.284271666699993,,Pierce,,,,,,,,,,,,
"2246","156604423",47.050561867600003,-122.791553834400005,,Thurston,,,,,,,,,,,,
"2247","156612299",47.039321447200003,-122.800481741699997,,Thurston,,,,,,,,,,,,
"2248","156612709",47.040100372100000,-122.800418282699994,,Thurston,,,,,,,,,,,,
"2249","156613244",47.040158382800001,-122.800358982999995,,Thurston,,,,,,,,,,,,
"2250","156613559",47.040441378799997,-122.800491161500005,,Thurston,,,,,,,,,,,,
"2251","156614048",47.040419801799999,-122.800341225099999,,Thurston,,,,,,,,,,,,
"2252","156614202",47.040425114400001,-122.800288293899996,,Thurston,,,,,,,,,,,,
"2253","156614618",47.040433030700001,-122.800234036999996,,Thurston,,,,,,,,,,,,
"2254","156614882",47.040759214099999,-122.800244898100004,,Thurston,,,,,,,,,,,,
"2255","156615064",47.040682989600000,-122.800292637900000,,Thurston,,,,,,,,,,,,
"2256","156615140",47.040775218599997,-122.800252005199994,,Thurston,,,,,,,,,,,,
"2257","156615343",47.040832934500003,-122.800196194700007,,Thurston,,,,,,,,,,,,
"2258","156615617",47.040840704499999,-122.800329785900004,,Thurston,,,,,,,,,,,,
"2259","156615823",47.040835132600002,-122.800197514800004,,Thurston,,,,,,,,,,,,
"2260","156641329",47.044675798000000,-122.812790160399999,,Thurston,,,,,,,,,,,,
"2261","156642358",47.044684928999999,-122.812455458499997,,Thurston,,,,,,,,,,,,
"2262","156644655",47.049507235800000,-122.808116160899999,,Thurston,,,,,,,,,,,,
"2264","157336221",49.127119800000003,-122.866549250000006,,Greater Vancouver,,,,,,,,,,,,
"2265","157353174",49.495752850000002,-117.344662639999996,,Central Kootenay,,,,,,,,,,,,
"2266","157644407",49.626077777799999,-116.991727777799994,,Central Kootenay,,,,,,,,,,,,
"2267","157645181",49.626083333300002,-116.991727777799994,,Central Kootenay,,,,,,,,,,,,
"2268","157882637",49.436880555599998,-117.256991666700003,,Central Kootenay,,,,,,,,,,,,
"2269","158204829",47.312938562100001,-122.175470911700003,Auburn City Limits,King,89.587532043457017,59.949283599853509,86.298767089843750,,,,,,,,,
"2270","158214019",47.312636816999998,-122.175393333900004,Auburn City Limits,King,89.508598327636719,59.931308746337891,85.907623291015625,,,,,,,,,
"2271","158218811",47.317820924400003,-122.173314670899998,Auburn City Limits,King,88.713836669921875,59.169895172119141,84.803764343261719,,,,,,,,,
"2272","158221117",47.311890668300002,-122.175499505000005,Auburn City Limits,King,89.309799194335938,58.805358886718750,84.752578735351562,,,,,,,,,
"2273","158223996",47.311540166699999,-122.175824726599998,,King,89.196754455566406,58.690303802490234,84.835945129394531,,,,,,,,,
"2274","158228821",47.311434391500001,-122.176145537400004,Auburn City Limits,King,89.174324035644531,58.628067016601562,84.819526672363281,,,,,,,,,
"2275","158233917",47.315245881199999,-122.174756080700007,Auburn City Limits,King,89.458221435546875,59.871704101562493,85.903228759765625,,,,,,,,,
"2276","158237322",47.311354943100000,-122.177148121100004,Auburn City Limits,King,89.261901855468750,59.055709838867188,85.500846862792983,,,,,,,,,
"2277","158240520",47.311221009000000,-122.177452564600003,Auburn City Limits,King,89.176322937011719,58.892311096191406,85.033576965332031,,,,,,,,,
"2278","158245774",47.318592119199998,-122.173009648299995,Auburn City Limits,King,88.357124328613281,59.135444641113281,84.914009094238281,,,,,,,,,
"2279","158246924",47.315504593299998,-122.175126528500002,Auburn City Limits,King,89.999923706054688,59.777748107910163,86.203842163085938,,,,,,,,,
"2280","158250305",47.310504418699999,-122.178473098799998,Auburn City Limits,King,89.022064208984375,58.063831329345703,83.970169067382812,,,,,,,,,
"2281","158256035",47.310663150800004,-122.179146845800005,Auburn City Limits,King,88.977172851562500,58.581535339355469,84.360664367675781,,,,,,,,,
"2282","158259385",47.316658820400001,-122.174583111900006,Auburn City Limits,King,88.975494384765625,58.974651336669922,85.201324462890625,,,,,,,,,
"2283","158840885",47.632221666699998,-122.312958333300003,,King,89.453460693359375,60.257930755615234,85.949432373046875,,,,,,,,,
"2284","158930709",47.306176726300002,-122.182636377899996,,King,89.089294433593750,56.527801513671875,81.431015014648438,,,,,,,,,
"2285","158940753",47.306735000000003,-122.184664999999995,,King,89.109260559082031,56.462715148925781,81.188560485839844,,,,,,,,,
"2286","158945033",47.307023999999998,-122.188368999999994,,King,89.149276733398438,56.325942993164062,80.174316406250000,,,,,,,,,
"2287","158948236",47.306907000000002,-122.188378999999998,,King,89.114608764648438,56.381496429443359,80.201400756835938,,,,,,,,,
"2288","158953549",47.306690000000003,-122.188171999999994,,King,89.052032470703125,56.702438354492188,80.372787475585938,,,,,,,,,
"2289","158958228",47.309742999999997,-122.185311999999996,Auburn City Limits,King,89.502014160156250,56.802608489990234,83.433959960937500,,,,,,,,,
"2290","158961092",47.310073000000003,-122.185205999999994,Auburn City Limits,King,89.365356445312500,57.260448455810547,83.767127990722656,,,,,,,,,
"2291","158964173",47.310274999999997,-122.185114999999996,Auburn City Limits,King,89.284111022949219,57.522720336914062,84.006858825683594,,,,,,,,,
"2292","158966549",47.310236000000003,-122.185250999999994,Auburn City Limits,King,89.295814514160156,57.507595062255859,84.029655456542983,,,,,,,,,
"2293","158972834",49.909469734900000,-116.922678686699996,,Central Kootenay,,,,,,,,,,,,
"2294","158973889",49.909314706300002,-116.924793943799997,,Central Kootenay,,,,,,,,,,,,
"2295","159322238",49.255946299700000,-122.834881699700006,,Greater Vancouver,,,,,,,,,,,,
"2296","159467574",47.649342826100003,-122.189411831200005,,King,89.316032409667969,57.510765075683594,83.947433471679673,,,,,,,,,
"2297","159468049",47.649376983700002,-122.189414583900003,,King,89.311187744140625,57.518169403076165,83.977439880371094,,,,,,,,,
"2298","159468687",47.649308844399997,-122.189322709600006,,King,89.276779174804688,57.497299194335938,83.954566955566406,,,,,,,,,
"2299","159469256",47.649373476800001,-122.189488300500003,,King,89.311187744140625,57.518169403076165,83.977439880371094,,,,,,,,,
"2300","160794304",47.230188333299999,-122.425483333299994,Tacoma,Pierce,,,,,,,,,,31.734884262084961,16.724300384521484,29.716114044189453
"2301","160794563",47.230274999999999,-122.425688333300002,Tacoma,Pierce,,,,,,,,,,31.711896896362305,16.724630355834961,29.702602386474609
"2302","160794677",47.230224999999997,-122.425653333300005,Tacoma,Pierce,,,,,,,,,,31.703104019165039,16.723352432250977,29.704875946044918
"2303","160795203",47.230416666700002,-122.425500000000000,Tacoma,Pierce,,,,,,,,,,31.717630386352539,16.752384185791016,29.680593490600582
"2304","160795365",47.230350000000001,-122.425728333300000,Tacoma,Pierce,,,,,,,,,,31.724069595336918,16.758159637451172,29.693319320678711
"2305","161291691",47.530679831900002,-122.019495957600000,Issaquah City Limits,King,89.861068725585938,56.760471343994141,83.848960876464844,,,,,,,,,
"2306","161328841",47.311867777800003,-122.176240472200007,Auburn City Limits,King,89.332389831542983,59.357982635498047,85.787361145019531,,,,,,,,,
"2307","161329638",47.311807000000002,-122.176180000000002,Auburn City Limits,King,89.247848510742188,59.184249877929688,85.354888916015625,,,,,,,,,
"2308","161330225",47.311906110000002,-122.176492699999997,Auburn City Limits,King,89.474632263183594,59.440040588378906,85.857398986816406,,,,,,,,,
"2309","161330843",47.311879269999999,-122.176297500000004,Auburn City Limits,King,89.332389831542983,59.357982635498047,85.787361145019531,,,,,,,,,
"2310","161331379",47.311760000000000,-122.176000000000002,Auburn City Limits,King,89.239768981933594,58.981533050537109,85.297592163085938,,,,,,,,,
"2311","161331832",47.311689999999999,-122.176000000000002,Auburn City Limits,King,89.205780029296875,58.881729125976562,85.149497985839844,,,,,,,,,
"2312","161332165",47.311839999999997,-122.176000000000002,Auburn City Limits,King,89.239768981933594,58.981533050537109,85.297592163085938,,,,,,,,,
"2313","161332655",47.312130000000003,-122.176000000000002,Auburn City Limits,King,89.466682434082031,59.550559997558594,85.775398254394531,,,,,,,,,
"2314","161457630",48.040545000000002,-122.126728000000000,,Snohomish,,,,,,,,,,,,
"2315","164061864",45.276671999700000,-121.940572700000004,,Clackamas,,,,,,,,,,,,
"2316","164065210",45.276340199700002,-121.940617599700005,,Clackamas,,,,,,,,,,,,
"2317","165330448",45.480626000000001,-122.716515999999999,Portland,Multnomah,,,,,,,30.571056365966797,14.702493667602541,27.099121093750000,,,
"2318","165657612",45.051298199700000,-122.490135800000004,,Clackamas,,,,,,,,,,,,
"2319","165658384",45.051395200000002,-122.490266800000001,,Clackamas,,,,,,,,,,,,
"2320","165659040",45.051299100000001,-122.490207900000001,,Clackamas,,,,,,,,,,,,
"2321","165987599",45.299145899700001,-122.801673399699993,,Clackamas,,,,,,,,,,,,
"2322","165987664",47.678004586000000,-122.266081785599994,,King,90.215881347656250,61.603286743164062,87.289443969726562,,,,,,,,,
"2323","165988486",47.676695459500003,-122.266534997500003,,King,90.326560974121094,61.835845947265625,86.733314514160156,,,,,,,,,
"2324","165989388",45.389510917899997,-122.657633502400003,,Clackamas,,,,,,,,,,,,
"2325","166153462",47.272388333300000,-122.469916666700001,Tacoma,Pierce,,,,,,,,,,30.357505798339844,15.515509605407715,28.363069534301754
"2326","166308069",47.677180003099998,-122.261016666700002,,King,89.129966735839844,61.123058319091797,86.884468078613281,,,,,,,,,
"2327","166308590",47.677495003099999,-122.260978333300002,,King,89.099121093750000,61.416301727294922,86.880821228027344,,,,,,,,,
"2328","167914074",47.675844240499998,-122.252665235500004,,King,88.890975952148438,61.190311431884766,85.645690917968750,,,,,,,,,
"2329","168603217",47.297858333299999,-122.519683333299994,Tacoma,Pierce,,,,,,,,,,30.510690689086918,15.712446212768555,28.688842773437500
"2330","168603353",47.297436666700001,-122.519766666699994,Tacoma,Pierce,,,,,,,,,,29.903757095336918,15.764773368835449,28.762577056884766
"2331","168603435",47.296886666699997,-122.519553333299996,Tacoma,Pierce,,,,,,,,,,29.435319900512695,15.782346725463867,28.896892547607418
"2332","168749668",47.451779999999999,-122.012644449999996,,King,90.376792907714844,55.070232391357422,79.447769165039062,,,,,,,,,
"2333","168752490",47.451870000000000,-122.012658333299996,,King,90.410049438476562,55.013004302978509,79.397384643554688,,,,,,,,,
"2334","168754876",47.453628333300003,-122.012108333300006,,King,90.766700744628906,54.834957122802734,79.674461364746094,,,,,,,,,
"2335","168771226",47.453421666700002,-122.011794449999996,,King,90.755584716796875,54.715873718261719,79.485824584960938,,,,,,,,,
"2336","168931798",47.542416666699999,-122.002875000000003,Issaquah City Limits,King,90.357200622558594,58.029804229736328,86.454551696777344,,,,,,,,,
"2337","169062628",47.675411222699999,-122.253786297199994,,King,89.252746582031250,61.071987152099609,85.354133605957017,,,,,,,,,
"2338","169659692",47.237462305100003,-122.465274688600005,Tacoma,Pierce,,,,,,,,,,31.534523010253906,16.962856292724609,28.177667617797852
"2339","169697499",47.303999970600003,-122.515799291400000,Tacoma,Pierce,,,,,,,,,,28.237186431884766,16.005750656127930,26.945457458496094
"2340","173426760",49.130147222200002,-122.842025000000007,,Greater Vancouver,,,,,,,,,,,,
"2341","173958029",47.650546095199999,-122.190601524300007,,King,89.160064697265625,57.977455139160163,83.824890136718750,,,,,,,,,
"2342","173958399",47.650569311100000,-122.190569596299994,,King,89.179847717285156,57.962280273437507,83.824325561523438,,,,,,,,,
"2343","173962988",45.299983500000003,-122.751364800000005,,Clackamas,,,,,,,,,,,,
"2344","174033187",46.927161666700002,-113.758316666699997,,Missoula,,,,,,,,,,,,
"2345","174154735",45.519732372000000,-122.718981030400002,Portland,Multnomah,,,,,,,27.403997421264648,15.791772842407227,27.487567901611328,,,
"2346","174162697",45.518046742400003,-122.717181177499995,Portland,Multnomah,,,,,,,27.344306945800781,15.568320274353027,27.459445953369141,,,
"2347","174165643",45.517704044299997,-122.717815249899999,Portland,Multnomah,,,,,,,27.523332595825195,15.332998275756836,27.411899566650391,,,
"2348","174166337",45.518307597300002,-122.716400126400004,Portland,Multnomah,,,,,,,27.624132156372070,15.698949813842773,27.459970474243164,,,
"2349","174552745",47.652953199999999,-121.795977500000006,,King,,,,,,,,,,,,
"2350","178155830",48.774576000000003,-123.370311999699993,,Capital,,,,,,,,,,,,
"2351","178155930",48.774576000000003,-123.370311999699993,,Capital,,,,,,,,,,,,
"2352","179789621",47.602277777799998,-121.901130555600005,,King,88.968231201171875,56.189647674560547,80.108009338378906,,,,,,,,,
"2353","179876530",47.430779860000001,-121.953638409999996,,King,,,,,,,,,,,,
"2354","182681390",47.761077792099996,-122.588365789099996,,Kitsap,,,,,,,,,,,,
"2355","182900003",49.270265000000002,-125.180000000000007,,Alberni-Clayoquot,,,,,,,,,,,,
"2356","183004876",45.466330284300000,-122.671376718299996,Portland,Multnomah,,,,,,,29.132045745849609,16.693929672241211,26.987052917480469,,,
"2357","183005906",49.273879999999998,-125.181898333299998,,Alberni-Clayoquot,,,,,,,,,,,,
"2358","183007814",45.476474985499998,-122.670916384199998,Portland,Multnomah,,,,,,,32.085556030273438,16.731969833374023,29.533090591430664,,,
"2359","183119583",45.513976272500003,-122.719568333500007,Portland,Multnomah,,,,,,,26.390590667724609,15.739962577819824,27.358253479003906,,,
"2360","183123448",45.513831158199999,-122.719465540800002,Portland,Multnomah,,,,,,,26.420850753784180,15.743496894836426,27.354379653930664,,,
"2361","183134544",45.513934255599999,-122.719464870300001,Portland,Multnomah,,,,,,,26.421064376831055,15.742184638977051,27.351970672607418,,,
"2362","183161129",45.513373673899999,-122.719350289700003,Portland,Multnomah,,,,,,,26.423181533813477,15.756378173828123,27.339492797851562,,,
"2363","183166228",45.513696000000003,-122.719526999999999,Portland,Multnomah,,,,,,,26.411842346191406,15.763614654541016,27.390085220336918,,,
"2364","183168711",47.431617000000003,-122.081120999999996,,King,90.461326599121094,55.167240142822266,80.562225341796875,,,,,,,,,
"2365","183389876",45.517575000000001,-122.717841666699996,Portland,Multnomah,,,,,,,27.513053894042969,15.311153411865234,27.406093597412109,,,
"2366","183394876",45.517608333299997,-122.718761666700004,Portland,Multnomah,,,,,,,27.441825866699219,15.327619552612305,27.373249053955082,,,
"2367","183401896",45.517603333300002,-122.718720000000005,Portland,Multnomah,,,,,,,27.471868515014648,15.338215827941895,27.370447158813477,,,
"2368","183630907",45.411011854100003,-122.660623155500005,,Clackamas,,,,,,,,,,,,
"2369","183886955",45.517588333299997,-122.718671666700004,Portland,Multnomah,,,,,,,27.474458694458008,15.329668998718262,27.369483947753906,,,
"2370","184168195",45.516811377200000,-122.718011678699995,Portland,Multnomah,,,,,,,27.430458068847656,15.461413383483887,27.383167266845703,,,
"2371","184221787",45.517061666700002,-122.717905000000002,Portland,Multnomah,,,,,,,27.483638763427734,15.245680809020996,27.398799896240234,,,
"2372","184392340",45.486277860000001,-122.650249009999996,Portland,Multnomah,,,,,,,31.378477096557617,16.389190673828125,29.404901504516602,,,
"2373","184395159",45.485576260000002,-122.650199670000006,Portland,Multnomah,,,,,,,31.370561599731445,16.262138366699219,29.429229736328125,,,
"2376","184427581",45.516762430000000,-122.718202399999996,Portland,Multnomah,,,,,,,27.451103210449219,15.477998733520508,27.374000549316406,,,
"2377","184466110",45.517530894499998,-122.717573232299998,Portland,Multnomah,,,,,,,27.475496292114254,15.279786109924316,27.419826507568359,,,
"2378","184554137",45.513600815700002,-122.719436389600006,Portland,Multnomah,,,,,,,26.422943115234375,15.743881225585938,27.354717254638672,,,
"2379","184625581",45.518180000000001,-122.716628333299994,Portland,Multnomah,,,,,,,27.596269607543945,15.637491226196291,27.466348648071289,,,
"2380","185100460",48.791834999999999,-125.115323333299997,,Alberni-Clayoquot,,,,,,,,,,,,
"2381","185160072",45.517169722299997,-122.714424994500007,Portland,Multnomah,,,,,,,27.566011428833008,15.897095680236816,27.410881042480469,,,
"2382","185167024",45.515889871699997,-122.718338504000002,Portland,Multnomah,,,,,,,27.487428665161133,15.150454521179199,27.363237380981445,,,
"2383","185184513",45.513713333299997,-122.719620000000006,Portland,Multnomah,,,,,,,26.407426834106445,15.762918472290041,27.390104293823246,,,
"2384","185186534",45.513244999999998,-122.719513333300000,Portland,Multnomah,,,,,,,26.409650802612305,15.733824729919434,27.342609405517582,,,
"2385","185237466",45.517940000000003,-122.713296999999997,Portland,Multnomah,,,,,,,27.710050582885746,16.127304077148438,27.498468399047852,,,
"2386","185337032",45.511204702000001,-122.718846276199997,Portland,Multnomah,,,,,,,27.304750442504883,14.986058235168459,27.319200515747070,,,
"2387","185338518",45.511103966999997,-122.718658264100000,Portland,Multnomah,,,,,,,27.454500198364254,14.982949256896973,27.302026748657227,,,
"2388","185340693",45.511265918699998,-122.719607194999995,Portland,Multnomah,,,,,,,27.001659393310547,15.099353790283203,27.306644439697266,,,
"2389","185342906",45.511175771300003,-122.719598142500004,Portland,Multnomah,,,,,,,27.027654647827148,15.094041824340820,27.291620254516602,,,
"2390","185343834",45.511357574800002,-122.719466546700005,Portland,Multnomah,,,,,,,27.036495208740234,15.065496444702148,27.321279525756836,,,
"2391","185374900",45.519035322699999,-122.709147880299994,Portland,Multnomah,,,,,,,27.954730987548828,16.552015304565430,27.501226425170898,,,
"2392","185375548",45.517402740400001,-122.715579283200000,Portland,Multnomah,,,,,,,27.517560958862305,15.396694183349609,27.420328140258789,,,
"2393","185523701",45.516708333300002,-122.714691666700006,Portland,Multnomah,,,,,,,27.546667098999023,15.286996841430664,27.414964675903320,,,
"2394","185525872",45.517436666700000,-122.719046666699995,Portland,Multnomah,,,,,,,27.476869583129883,15.336521148681641,27.371189117431641,,,
"2395","185526027",45.517521666699999,-122.718903333300005,Portland,Multnomah,,,,,,,27.451894760131836,15.356941223144531,27.362785339355469,,,
"2396","185526479",45.516930000000002,-122.717971666699995,Portland,Multnomah,,,,,,,27.473875045776367,15.253515243530273,27.388998031616211,,,
"2397","185647178",45.516461000000000,-122.713987000000003,Portland,Multnomah,,,,,,,27.668388366699219,15.391963958740234,27.418462753295898,,,
"2398","185648242",45.516539999999999,-122.714853000000005,Portland,Multnomah,,,,,,,27.472742080688477,15.289025306701660,27.420969009399418,,,
"2399","185648954",45.516503999999998,-122.714723000000006,Portland,Multnomah,,,,,,,27.478422164916992,15.286100387573242,27.413160324096680,,,
"2400","185649594",45.516441000000000,-122.714718000000005,Portland,Multnomah,,,,,,,27.485988616943359,15.288484573364258,27.410671234130859,,,
"2401","185650018",45.516193000000001,-122.714557999999997,Portland,Multnomah,,,,,,,27.514984130859375,15.321699142456055,27.410657882690430,,,
"2402","185686562",45.476213888899998,-122.555544444399999,Portland,Multnomah,,,,,,,31.754026412963867,15.218410491943359,29.480319976806641,,,
"2403","185781933",45.511650880700003,-122.718097202799996,Portland,Multnomah,,,,,,,27.465398788452148,14.918868064880373,27.297389984130859,,,
"2404","185782730",45.510822417100002,-122.717351351299996,Portland,Multnomah,,,,,,,27.631843566894531,14.934477806091309,27.240743637084961,,,
"2405","185786308",45.511392659499997,-122.716116994299995,Portland,Multnomah,,,,,,,27.318408966064453,14.931496620178223,27.311382293701172,,,
"2406","185790836",45.513189181599998,-122.714280157100006,Portland,Multnomah,,,,,,,27.431129455566406,15.108370780944824,27.358396530151367,,,
"2407","185791192",45.513163338200002,-122.714277771699997,Portland,Multnomah,,,,,,,27.427196502685547,15.113960266113281,27.357185363769531,,,
"2408","185793808",45.514347991199998,-122.715915018499999,Portland,Multnomah,,,,,,,27.423759460449219,15.236571311950684,27.424486160278320,,,
"2409","186050708",45.519555227100000,-122.718861064899997,Portland,Multnomah,,,,,,,27.444616317749023,15.803954124450684,27.486616134643555,,,
"2410","186051285",45.517702460499997,-122.716651362999997,Portland,Multnomah,,,,,,,27.553073883056641,15.269990921020508,27.451234817504883,,,
"2411","186051779",45.518816370200000,-122.718207029599995,Portland,Multnomah,,,,,,,27.582147598266602,15.646666526794434,27.464796066284180,,,
"2412","186208125",47.698078423799998,-122.083649796700001,Redmond City Limits,King,89.748008728027344,55.112125396728509,80.438262939453125,,,,,,,,,
"2414","186250875",45.246614499700001,-122.524717300000006,,Clackamas,,,,,,,,,,,,
"2415","186456076",49.259889135100003,-123.248160118200005,,Greater Vancouver,,,,,,,,,,,,
"2416","186789764",47.184458333300000,-122.346746666700000,,Pierce,,,,,,,,,,31.136556625366211,16.170330047607422,29.642213821411133
"2417","187665073",45.575013800000001,-122.648674200000002,Portland,Multnomah,,,,,,,31.644039154052734,16.079542160034180,29.111890792846680,,,
"2418","187674196",45.516641666699996,-122.718050000000005,Portland,Multnomah,,,,,,,27.522193908691406,15.474172592163086,27.382652282714844,,,
"2419","187674335",45.516518333299999,-122.717966666699994,Portland,Multnomah,,,,,,,27.448917388916016,15.199602127075195,27.387914657592773,,,
"2420","187674701",45.517051666699999,-122.717823333300004,Portland,Multnomah,,,,,,,27.515903472900391,15.254858016967773,27.408176422119141,,,
"2421","187682549",45.516833333299999,-122.717593333300002,Portland,Multnomah,,,,,,,27.562078475952148,15.210595130920410,27.397104263305664,,,
"2422","187848837",45.497284382099998,-121.818769268599993,,Hood River,,,,,,,,,,,,
"2423","187849670",45.496950431700000,-121.818945890799995,,Hood River,,,,,,,,,,,,
"2424","187955552",48.669498109999999,-113.611614020000005,,Glacier,,,,,,,,,,,,
"2425","188221281",48.143755499999997,-123.186279999999996,,Clallam,,,,,,,,,,,,
"2426","188303146",45.481643052000003,-122.650748109700004,Portland,Multnomah,,,,,,,31.470376968383789,16.087692260742188,29.249906539916992,,,
"2427","188306469",45.467518335299999,-122.656982895100001,Portland,Multnomah,,,,,,,31.573192596435547,16.377693176269531,29.179607391357418,,,
"2428","188309432",45.460629882799999,-122.643166627599996,Portland,Multnomah,,,,,,,31.482397079467773,15.964545249938965,29.313238143920898,,,
"2429","188311655",45.461182370800003,-122.632942004200004,,Clackamas,,,,,,,,,,,,
"2430","188315192",45.480019524699998,-122.621715199299999,Portland,Multnomah,,,,,,,31.281362533569336,15.633128166198730,29.090034484863281,,,
"2431","188318031",45.485641644399998,-122.623703638199999,Portland,Multnomah,,,,,,,31.386674880981445,15.507698059082031,29.215028762817383,,,
"2432","188319712",45.494512966899997,-122.624696223200004,Portland,Multnomah,,,,,,,31.124597549438477,15.508152008056641,29.052873611450195,,,
"2433","188426458",45.500795580499997,-122.681701546599996,Portland,Multnomah,,,,,,,31.285295486450195,16.857358932495117,28.151601791381836,,,
"2434","188429206",45.524933333299998,-122.635594999999995,Portland,Multnomah,,,,,,,31.034135818481445,16.296634674072266,29.729547500610352,,,
"2435","188430346",45.525361666700000,-122.635853333300005,Portland,Multnomah,,,,,,,31.012245178222656,16.342760086059570,30.140651702880859,,,
"2436","188431243",45.524828823199996,-122.636042730000000,Portland,Multnomah,,,,,,,31.208034515380859,16.334188461303711,29.885189056396484,,,
"2437","188432780",45.527245066299997,-122.631968121699998,Portland,Multnomah,,,,,,,31.243829727172852,16.080194473266602,29.320810317993164,,,
"2438","188728242",47.679953746700001,-122.381077366599996,,King,83.571945190429673,59.570442199707031,80.858604431152330,,,,,,,,,
"2439","188731966",47.679460885399997,-122.383386663200000,,King,83.094184875488281,58.964736938476562,80.539840698242188,,,,,,,,,
"2440","188732200",47.679523087200003,-122.383442932600005,,King,83.115135192871094,58.859481811523438,80.543968200683594,,,,,,,,,
"2441","188945324",47.683313785300001,-122.376276121100005,,King,87.263252258300781,62.086959838867188,83.814758300781250,,,,,,,,,
"2442","189035221",47.689884563299998,-122.366579185600003,,King,87.993850708007812,62.328842163085938,85.784393310546875,,,,,,,,,
"2443","189149330",45.486684730299999,-122.614990230800004,Portland,Multnomah,,,,,,,31.344514846801754,14.555771827697754,29.271934509277344,,,
"2444","189151463",45.477645000000003,-122.613955000000004,Portland,Multnomah,,,,,,,31.156507492065430,14.778337478637695,29.399650573730469,,,
