"","field_1","id","latitude.x","longitude.x","place_town_name.x","place_county_name.x","kc_af1","kc_am1","kc_pm1","pc_af1","pc_am1","pc_pm1","po_af1","po_am1","po_pm1","tac_af1","tac_am1","tac_pm1","uuid","observed_on_string","observed_on","time_observed_at","time_zone","user_id","user_login","user_name","created_at","updated_at","quality_grade","license","url","image_url","sound_url","tag_list","description","num_identification_agreements","num_identification_disagreements","captive_cultivated","oauth_application_id","place_guess","latitude.y","longitude.y","positional_accuracy","private_place_guess","private_latitude","private_longitude","public_positional_accuracy","geoprivacy","taxon_geoprivacy","coordinates_obscured","positioning_method","positioning_device","place_town_name.y","place_county_name.y","place_state_name","place_country_name","place_admin1_name","place_admin2_name","species_guess","scientific_name","common_name","iconic_taxon_name","taxon_id","field.tree.health.condition","field.tree.canopy.symptoms","field.dieback.percent","field.percent.canopy.affected....","field.number.of.additional.unhealthy.trees..of.same.species..in.area..within.sight.","field.other.factors...are.there.signs.or.symptoms.of.insect..diseases..or.other.damage.","field.optional...what..other.factors..were.observed.","field.optional...tree.size","field.optional...access.to.water","field.optional...estimated.time.spent.to.make.this.observation....of.minutes.","field.tree.number..from.google.map..if.applicable","field.tree.number..from.arboreta.or.other.dataset..if.applicable","field.optional...signs.of.sap.sucker.feeding.","field.notes","field.are.baby.redcedar.trees.present.within.sight.","field.brief.tree.health.description","field.critical.root.zone..within.canopy.drip.line....damage.or.concerns","field.did.the.tree.have.any.bark.discoloration..eg..browning.","field.evidence.of.wood.borers.or.bark.beetles.","field.foliage...deformation","field.foliage...insect.feeding","field.foliage.health.comments","field.leaf.production.or.drop.timing","field.location.name...community.spaces","field.location.type...community.spaces","field.most.prevalent.understory.species","field.other.abnormalities.comments","field.plant.health.condition","field.plant.number..from.tag.or.map.","field.powdery.mildew...percent.coverage","field.powdery.mildew.","field.root.collar...signs.of.disease","field.root.collar.health.comments","field.sample.submitted.to.laboratory.","field.signs.of.sooty.bark.disease.","field.suspected.phytophthora.infection.","field.tree.canopy.symptoms...birch","field.tree.canopy.symptoms...maple","field.tree.canopy.symptoms...wrc...simplified","field.tree.condition","field.tree.diameter","field.tree.diameter..inches.","field.tree.equity.score","field.tree.health.issue","field.tree.height.total..ft.","field.tree.number","field.urban.tree.health.condition","field.woody.tissue....structural.damage","field.woody.tissue...insect.activity","field.woody.tissue...signs.of.disease","field.woody.tissue...symptoms","field.woody.tissues.health.comments","tac.am.c","tac.af.c","tac.pm.c","tac.am.f","tac.af.f","tac.pm.f","mean.temp.daily.f","dist.from.mean.daily.f","mean.temp.daily.c","dist.from.mean.daily.c","Area","dist.from.mean.am.c","dist.from.mean.am.f","dist.from.mean.af.c","dist.from.mean.af.f","dist.from.mean.pm.c","dist.from.mean.pm.f","pc.am.f","pc.af.f","pc.pm.f","pc.am.c","pc.af.c","pc.pm.c","kc.am.f","kc.af.f","kc.pm.f","kc.am.c","kc.af.c","kc.pm.c","pl.am.c","pl.af.c","pl.pm.c","pl.am.f","pl.af.f","pl.pm.f","Percent.Dieback.Modified","user.estimated.dieback","tree.size.simplified","binary.tree.canopy.symptoms","ordinal.tree.canopy.symptoms","reclassified.tree.canopy.symptoms","top.dieback","thinning","dead","field.dieback.prop"
"1784",1358,105791998,47.230045,-122.4257883333,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,31.7795124053955,16.7170295715332,29.5541839599609,"6e254419-39af-47df-81b6-e78787c17305","Sat Jan 29 2022 12:12:24 GMT-0800 (PST)","2022-01-29","2022-01-29 22:12:24 UTC","Hawaii",500327,"jmhulbert","Joey H","2022-01-29 20:47:35 UTC","2022-03-27 04:58:17 UTC","casual","CC-BY-NC","https://www.inaturalist.org/observations/105791998","https://inaturalist-open-data.s3.amazonaws.com/photos/177585633/medium.jpg",NA,"","",1,0,"true",3,"E 35th St, Tacoma, WA, US",47.230045,-122.4257883333,17,"",NA,NA,17,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"","Old Dead Top (needles already gone)",60,"60-99% of the canopy is unhealthy","4-6","Not sure","No selection","Medium (can wrap arms around trunk)","Tree may have occassional access to water in summer (watered by someone)","25","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,16.7170295715332,31.7795124053955,29.5541839599609,62.0906532287598,89.2031223297119,85.1975311279296,78.8304355621338,3.95706793405049,26.0169086456299,2.19837107447249,"Tacoma",0.666581283841339,1.19984631091442,3.34151042940426,6.01471877292765,2.58702151017188,4.65663871830937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"No","Medium","Unhealthy","Unhealthy","Dead Top","Yes","No","No",0.6
"1785",1394,107299997,47.25368,-122.4917966667,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,31.0591602325439,16.273063659668,29.1690807342529,"cf4e0ffe-7c55-42d2-919b-96d9d6066844","Mon Feb 21 2022 08:07:49 GMT-0800 (PST)","2022-02-21","2022-02-21 16:07:49 UTC","Pacific Time (US & Canada)",500327,"jmhulbert","Joey H","2022-02-23 05:56:28 UTC","2022-02-25 20:31:21 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/107299997","https://inaturalist-open-data.s3.amazonaws.com/photos/180438698/medium.jpg",NA,"","",1,0,"false",3,"S Monroe St, Tacoma, WA, US",47.25368,-122.4917966667,4,"",NA,NA,4,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"","Healthy",0,"Healthy, no dieback(0%)","0","Not sure","No selection","No selection","No selection","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,16.273063659668,31.0591602325439,29.1690807342529,61.2915145874024,87.906488418579,84.5043453216552,77.9007827758789,3.02741514779561,25.5004348754883,1.68189730433089,"Tacoma",0.22261537197614,0.400707669557057,2.62115825655265,4.71808486179476,2.20191828446388,3.96345291203498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"No","No Selection","Healthy","Healthy","Healthy","No","No","No",0
"1786",1513,108967112,47.234840581,-122.4232086722,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,32.4555931091309,16.8758602142334,29.5889530181885,"2230b787-cc63-465a-b868-fbbbc362248d","Sat Mar 19 2022 10:45:21 GMT-0700 (PDT)","2022-03-19","2022-03-19 17:45:21 UTC","Pacific Time (US & Canada)",3725592,"aubinbel","","2022-03-19 17:49:28 UTC","2023-10-19 23:39:05 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/108967112","https://inaturalist-open-data.s3.amazonaws.com/photos/183567680/medium.jpg",NA,"","",1,0,"false",3,"McKinley Park, Tacoma, WA, US",47.234840581,-122.4232086722,41,"",NA,NA,41,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"","Healthy",0,"Healthy, no dieback(0%)","0","No","Invasive plants present or growing on tree","Small (can wrap hands around trunk)","Tree may have occassional access to water in summer (watered by someone)","7","Twrc1","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,16.8758602142334,32.4555931091309,29.5889530181885,62.3765483856201,90.4200675964356,85.2601154327393,79.3522438049317,4.4788761768484,26.3068021138509,2.48826454269356,"Tacoma",0.825411926541538,1.48574146777477,4.01759113313966,7.23166403965136,2.62179056839948,4.71922302311906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"No","Small","Healthy","Healthy","Healthy","No","No","No",0
"1787",1617,118819638,47.1906397953,-122.3287020977,"Puyallup, WA","Pierce",NA,NA,NA,84.5999984741211,57.4000015258789,81.9000015258789,NA,NA,NA,32.3643226623535,15.8348836898804,28.8122234344482,"39f5d9df-a4b9-4d94-aa48-0222a03f221c","2022-05-26 11:50:15-07:00","2022-05-26","2022-05-26 18:50:15 UTC","Pacific Time (US & Canada)",500327,"jmhulbert","Joey H","2022-05-26 18:51:49 UTC","2022-05-31 18:59:36 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/118819638","https://inaturalist-open-data.s3.amazonaws.com/photos/201098841/medium.jpg",NA,"","",1,0,"false",3,"Washington State University - Puyallup Research & Extension Center, Puyallup, WA, US",47.1906397953,-122.3287020977,8,"",NA,NA,8,"","open","false","","","Puyallup, WA","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"","Healthy",0,"Healthy, no dieback(0%)","0","No","No selection","No selection","No selection","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,15.8348836898804,32.3643226623535,28.8122234344482,60.5027906417847,90.2557807922363,83.8620021820068,78.2068578720093,3.33349024392598,25.6704765955607,1.85193902440332,"Tacoma",-0.215564597811461,-0.388016276060625,3.92632068636226,7.06737723545204,1.84506098465918,3.32110977238652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"No","No Selection","Healthy","Healthy","Healthy","No","No","No",0
"1788",1956,146356725,47.24982222,-122.5165631,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,32.0264549255371,16.4620895385742,28.3458366394043,"dc6ceb52-fbf3-492e-9ef7-d2d3ad450eae","2023-01-11 12:36:41","2023-01-11","2023-01-11 20:36:41 UTC","Pacific Time (US & Canada)",6194941,"jim1083","Jim Knettel","2023-01-11 20:39:48 UTC","2023-10-18 23:49:20 UTC","research","","https://www.inaturalist.org/observations/146356725","https://inaturalist-open-data.s3.amazonaws.com/photos/251603463/medium.jpeg",NA,"","M w h",2,0,"false",2,"Pierce County, US-WA, US",47.24982222,-122.5165631,7,"",NA,NA,7,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"","Healthy",0,"Healthy, no dieback(0%)","0","No","","Medium (can wrap arms around trunk)","Tree has access to water year round (watered in summer or near permanent water source)","5","Twrc37","","","at the NE corner of TCC campus. One of 4 health. Irrigation heads","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,16.4620895385742,32.0264549255371,28.3458366394043,61.6317611694336,89.6476188659668,83.0225059509278,78.1006286621094,3.2272610340261,25.6114603678385,1.79292279668115,"Tacoma",0.41164125088234,0.740954251588214,3.58845294954586,6.45921530918254,1.37867418961528,2.48161354130751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"No","Medium","Healthy","Healthy","Healthy","No","No","No",0
"1789",2000,147146636,47.26292188,-122.48486599,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,31.4946594238281,16.0553531646729,29.7110176086426,"81f0f842-7953-4be2-90aa-ec500a9bdcdd","2023-01-22 14:23:20","2023-01-22","2023-01-22 22:23:20 UTC","Pacific Time (US & Canada)",6194941,"jim1083","Jim Knettel","2023-01-22 22:25:22 UTC","2023-10-18 21:03:43 UTC","research","","https://www.inaturalist.org/observations/147146636","https://inaturalist-open-data.s3.amazonaws.com/photos/253145517/medium.jpeg",NA,"","Vl d h",1,0,"false",2,"Tacoma, WA 98406, USA",47.26292188,-122.48486599,8,"",NA,NA,8,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"","Healthy",0,"Healthy, no dieback(0%)","0","No","","Very Large (would take many people to wrap arms around trunk)","Tree does not typically have access to water in summer","","Twrc60","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,16.0553531646729,31.4946594238281,29.7110176086426,60.8996356964112,88.6903869628906,85.4798316955567,78.3566181182862,3.48325049020289,25.7536767323812,1.93513916122383,"Tacoma",0.00490487698104047,0.00882877856587783,3.05665744783686,5.50198340610633,2.74385515885358,4.93893928593644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"No","Large","Healthy","Healthy","Healthy","No","No","No",0
"1790",2046,150148863,47.1919637186,-122.42575428,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6640338897705,16.2508392333984,27.8720970153809,"b985f0db-2f63-4341-bc85-fc2a30a7180f","2023-03-03 11:43:15","2023-03-03","2023-03-03 19:43:15 UTC","Pacific Time (US & Canada)",6194941,"jim1083","Jim Knettel","2023-03-03 19:44:35 UTC","2023-10-24 01:00:28 UTC","research","","https://www.inaturalist.org/observations/150148863","https://inaturalist-open-data.s3.amazonaws.com/photos/258850659/medium.jpeg",NA,"","L mid d h",1,0,"false",2,"Eastside, Tacoma, WA, USA",47.1919637186,-122.42575428,12,"",NA,NA,12,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"","Healthy",0,"Healthy, no dieback(0%)","0","No","","Large (too big to wrap arms around trunk)","Tree does not typically have access to water in summer","5","Twrc66","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,16.2508392333984,31.6640338897705,27.8720970153809,61.2515106201171,88.9952610015869,82.1697746276856,77.4721820831299,2.59881445504661,25.2623233795166,1.44378580835922,"Tacoma",0.200390945706538,0.36070370227177,3.22603191377926,5.80685744480265,0.90493456559188,1.62888221806539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"No","Large","Healthy","Healthy","Healthy","No","No","No",0
"1791",2048,150152339,47.2026922578,-122.4396832828,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6413803100586,16.8627433776855,27.5734233856201,"70c921c3-5ec6-49db-a2a5-6690e44c22b3","2023-03-03 12:28:37","2023-03-03","2023-03-03 20:28:37 UTC","Pacific Time (US & Canada)",6194941,"jim1083","Jim Knettel","2023-03-03 20:31:13 UTC","2023-10-24 01:40:25 UTC","research","","https://www.inaturalist.org/observations/150152339","https://inaturalist-open-data.s3.amazonaws.com/photos/258852130/medium.jpeg",NA,"","D m top h ",1,0,"false",2,"Tacoma, WA 98408, USA",47.2026922578,-122.4396832828,4,"",NA,NA,4,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"","Healthy",0,"Healthy, no dieback(0%)","0","No","","Medium (can wrap arms around trunk)","Tree does not typically have access to water in summer","","Twrc68","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,16.8627433776855,31.6413803100586,27.5734233856201,62.3529380798339,88.9544845581055,81.6321620941162,77.6465282440185,2.77316061593525,25.3591823577881,1.54064478663069,"Tacoma",0.81229508999364,1.46213116198856,3.20337833406736,5.76608100132124,0.606260935831081,1.09126968449594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"No","Medium","Healthy","Healthy","Healthy","No","No","No",0
"1792",2050,150153819,47.2086908338,-122.4397098387,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6915340423584,16.7147464752197,30.002103805542,"56285d58-b2bb-45da-9c61-22beb2a7b452","2023-03-03 12:48:14","2023-03-03","2023-03-03 20:48:14 UTC","Pacific Time (US & Canada)",6194941,"jim1083","Jim Knettel","2023-03-03 20:50:06 UTC","2023-10-24 01:14:38 UTC","research","","https://www.inaturalist.org/observations/150153819","https://inaturalist-open-data.s3.amazonaws.com/photos/258854832/medium.jpeg",NA,"","F d h l ",1,0,"false",2,"Tacoma, WA 98408, USA",47.2086908338,-122.4397098387,9,"",NA,NA,9,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"","Healthy",0,"Healthy, no dieback(0%)","0","No","","Large (too big to wrap arms around trunk)","Tree does not typically have access to water in summer","","Twrc70","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,16.7147464752197,31.6915340423584,30.002103805542,62.0865436553955,89.0447612762451,86.0037868499756,79.045030593872,4.17166296578878,26.1361281077067,2.31759053654932,"Tacoma",0.664298187527841,1.19573673755011,3.25353206636715,5.85635771946086,3.03494135575298,5.46289444035536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"No","Large","Healthy","Healthy","Healthy","No","No","No",0
"1793",2051,150155424,47.2199298034,-122.440735306,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,31.3864231109619,16.7229766845703,29.0137367248535,"0e05b161-c8f2-4a80-b803-7d89019b7f27","2023-03-03 13:09:20","2023-03-03","2023-03-03 21:09:20 UTC","Pacific Time (US & Canada)",6194941,"jim1083","Jim Knettel","2023-03-03 21:10:52 UTC","2023-10-24 01:24:36 UTC","research","","https://www.inaturalist.org/observations/150155424","https://inaturalist-open-data.s3.amazonaws.com/photos/258857909/medium.jpeg",NA,"","D l f h ",1,0,"false",2,"Tacoma, WA 98418, USA",47.2199298034,-122.440735306,9,"",NA,NA,9,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"","Healthy",0,"Healthy, no dieback(0%)","0","No","","","Tree does not typically have access to water in summer","5","Twrc71","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,16.7229766845703,31.3864231109619,29.0137367248535,62.1013580322265,88.4955615997314,84.2247261047363,78.2738819122314,3.40051428414816,25.7077121734619,1.88917460230452,"Tacoma",0.672528396878437,1.2105511143812,2.94842113497065,5.30715804294717,2.04657427506448,3.68383369511606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"No","","Healthy","Healthy","Healthy","No","No","No",0
"1794",2052,150155514,47.2199963691,-122.4407818133,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,31.4339599609375,16.7440605163574,29.0130290985107,"bd8147f3-ad69-48ed-9c11-55b537a4bac4","2023-03-03 13:11:09","2023-03-03","2023-03-03 21:11:09 UTC","Pacific Time (US & Canada)",6194941,"jim1083","Jim Knettel","2023-03-03 21:12:17 UTC","2023-10-24 01:23:18 UTC","research","","https://www.inaturalist.org/observations/150155514","https://inaturalist-open-data.s3.amazonaws.com/photos/258858112/medium.jpeg",NA,"","D f l h",1,0,"false",2,"Tacoma, WA 98418, USA",47.2199963691,-122.4407818133,9,"",NA,NA,9,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"","Healthy",0,"Healthy, no dieback(0%)","0","No","","Large (too big to wrap arms around trunk)","Tree does not typically have access to water in summer","5","Twrc72","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,16.7440605163574,31.4339599609375,29.0130290985107,62.1393089294433,88.5811279296875,84.2234523773193,78.3146297454834,3.44126211740009,25.7303498586019,1.91181228744449,"Tacoma",0.69361222866554,1.24850201159797,2.99595798494625,5.39272437290326,2.04586664872168,3.68255996769902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"No","Large","Healthy","Healthy","Healthy","No","No","No",0
"1795",2053,150156263,47.2229795211,-122.4415473335,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,31.863639831543,17.0018005371094,29.3677558898926,"006f8c0c-95ac-486d-94d6-601c914c73f0","2023-03-03 13:17:11","2023-03-03","2023-03-03 21:17:11 UTC","Pacific Time (US & Canada)",6194941,"jim1083","Jim Knettel","2023-03-03 21:19:52 UTC","2023-10-24 01:26:41 UTC","research","","https://www.inaturalist.org/observations/150156263","https://inaturalist-open-data.s3.amazonaws.com/photos/258859229/medium.jpeg",NA,"","Mnl f d h",1,0,"false",2,"38th St S & G St, Tacoma, WA 98418, USA",47.2229795211,-122.4415473335,8,"",NA,NA,8,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"","Healthy",0,"Healthy, no dieback(0%)","0","No","","Medium (can wrap arms around trunk)","Tree does not typically have access to water in summer","5","Twrc73","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,17.0018005371094,31.863639831543,29.3677558898926,62.6032409667969,89.3545516967774,84.8619606018067,78.939917755127,4.06655012704373,26.0777320861817,2.25919451502429,"Tacoma",0.951352249417539,1.71243404895157,3.42563785555176,6.16614813999315,2.40059344010358,4.32106819218644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"No","Medium","Healthy","Healthy","Healthy","No","No","No",0
"1796",2056,150437810,47.2050550887,-122.4384048674,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6322326660156,16.7642631530762,27.6531925201416,"1fcee99d-e2f7-48ff-b4fc-d3f9a01d546a","2023-03-06 13:13:56","2023-03-06","2023-03-06 21:13:56 UTC","Pacific Time (US & Canada)",6194941,"jim1083","Jim Knettel","2023-03-06 21:15:40 UTC","2023-10-24 01:12:14 UTC","research","","https://www.inaturalist.org/observations/150437810","https://inaturalist-open-data.s3.amazonaws.com/photos/259403210/medium.jpeg",NA,"","L d f  h",1,0,"false",2,"Tacoma, WA 98408, USA",47.2050550887,-122.4384048674,19,"",NA,NA,19,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"","Healthy",0,"Healthy, no dieback(0%)","0","No","","Large (too big to wrap arms around trunk)","Tree does not typically have access to water in summer","","Twrc74","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,16.7642631530762,31.6322326660156,27.6531925201416,62.1756736755372,88.9380187988281,81.7757465362549,77.62981300354,2.75644537545678,25.3498961130778,1.53135854192042,"Tacoma",0.71381486538434,1.28486675769182,3.19423069002436,5.74961524204383,0.686030070352583,1.23485412663464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"No","Large","Healthy","Healthy","Healthy","No","No","No",0
"1797",2058,150439305,47.2146928891,-122.4389035694,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,31.7791309356689,16.7772369384766,29.5555801391602,"79ba2514-c65e-42dd-aaeb-0328647855b5","2023-03-06 13:33:27","2023-03-06","2023-03-06 21:33:27 UTC","Pacific Time (US & Canada)",6194941,"jim1083","Jim Knettel","2023-03-06 21:35:57 UTC","2023-10-24 01:17:50 UTC","research","","https://www.inaturalist.org/observations/150439305","https://inaturalist-open-data.s3.amazonaws.com/photos/259406190/medium.jpeg",NA,"","T vl  h d f too",1,0,"false",2,"Tacoma, WA 98408, USA",47.2146928891,-122.4389035694,9,"",NA,NA,9,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"","Healthy",0,"Healthy, no dieback(0%)","0","No","","Very Large (would take many people to wrap arms around trunk)","Tree does not typically have access to water in summer","5","Twrc76","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,16.7772369384766,31.7791309356689,29.5555801391602,62.1990264892579,89.202435684204,85.2000442504884,78.8671688079834,3.99380117990015,26.0373160044352,2.21877843327785,"Tacoma",0.726788650784741,1.30821957141254,3.34112895967765,6.01403212741977,2.58841768937118,4.65915184086812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"No","Large","Healthy","Healthy","Healthy","No","No","No",0
"1798",2059,150440108,47.2200391518,-122.4392470279,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5192337036133,16.7667140960693,29.2932395935059,"8ffb8abd-e279-4173-93db-de390f2ed640","2023-03-06 13:45:18","2023-03-06","2023-03-06 21:45:18 UTC","Pacific Time (US & Canada)",6194941,"jim1083","Jim Knettel","2023-03-06 21:47:09 UTC","2023-10-24 23:24:55 UTC","research","","https://www.inaturalist.org/observations/150440108","https://inaturalist-open-data.s3.amazonaws.com/photos/259408168/medium.jpeg",NA,"","Vl f d h ",1,0,"false",2,"Tacoma, WA 98418, USA",47.2200391518,-122.4392470279,8,"",NA,NA,8,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"","Healthy",0,"Healthy, no dieback(0%)","0","No","","Very Large (would take many people to wrap arms around trunk)","Tree does not typically have access to water in summer","5","Twrc77","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,16.7667140960693,31.5192337036133,29.2932395935059,62.1800853729247,88.7346206665039,84.7278312683106,78.5475124359131,3.67414480782982,25.8597291310628,2.04119155990546,"Tacoma",0.71626580837744,1.28927845507939,3.08123172762205,5.54621710971968,2.32607714371688,4.18693885869037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"No","Large","Healthy","Healthy","Healthy","No","No","No",0
