id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:tree health condition,field:tree canopy symptoms,field:dieback percent,field:percent canopy affected (%),field:number of additional unhealthy trees (of same species) in area (within sight),"field:other factors - are there signs or symptoms of insect, diseases, or other damage?",field:optional - what 'other factors' were observed?,field:optional - tree size,field:optional - access to water,field:optional - estimated time spent to make this observation (# of minutes),field:tree number (from google map) if applicable,field:tree number (from arboreta or other dataset) if applicable,field:optional - signs of sap sucker feeding?,field:notes,field:are baby redcedar trees present within sight?,field:brief tree health description,field:did the tree have any bark discoloration (eg. browning),field:evidence of wood borers or bark beetles?,field:leaf production or drop timing,field:location name - community spaces,field:location type - community spaces,field:most prevalent understory species,field:optional - can we follow up with you?,field:optional - did the tree have heat damage,field:optional - site hydrology,field:optional - site type,field:optional - site/area disturbance level,field:optional - site/location description,field:optional - slope position,field:optional - timing of symptoms estimate,field:optional - were there any other unhealthy plant species on the site?,field:percent of trees (of same species) within sight that are unhealthy,field:plant health condition,field:plant health symptom - rhododendron,field:powdery mildew - percent coverage,field:powdery mildew?,field:relative cone crop,field:sample submitted to laboratory?,field:signs of sooty bark disease?,field:suspected phytophthora infection?,field:tree canopy symptoms - birch,field:tree canopy symptoms - maple,field:tree canopy symptoms - wrc - simplified,field:tree condition,field:tree diameter,field:tree diameter (inches),field:tree equity score,field:tree health issue,field:tree height total (ft),field:tree number,field:urban tree health condition
78628293,a5759b87-2312-43c3-b271-1bea239d1d80,Thu May 13 2021 14:35:30 GMT-0700 (PDT),2021-05-13,2021-05-13 21:35:30 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 21:36:23 UTC,2021-12-10 21:47:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78628293,https://inaturalist-open-data.s3.amazonaws.com/photos/128702471/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3818702531,-122.321416922,10,,,,10,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,Not sure,No selection,Medium (can wrap arms around trunk),,"",,,,"",,,,,,,,,No Selection,,No Selection,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,No selection,No selection,No selection,,,,,,,,,,,,,,,,,,,,
78628463,521217b0-5cde-4506-9761-874b2088afb8,Thu May 13 2021 14:37:19 GMT-0700 (PDT),2021-05-13,2021-05-13 21:37:19 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 21:38:15 UTC,2021-12-10 21:47:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78628463,https://inaturalist-open-data.s3.amazonaws.com/photos/128701903/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3818681995,-122.3213486095,10,,,,10,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,Not sure,No selection,Medium (can wrap arms around trunk),,"",,,,"",,,,,,,,,No Selection,,No Selection,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,No selection,No selection,No selection,,,,,,,,,,,,,,,,,,,,
78629139,b3be15be-206d-420e-8759-0a34d2024c4b,Thu May 13 2021 14:38:58 GMT-0700 (PDT),2021-05-13,2021-05-13 21:38:58 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 21:42:59 UTC,2021-12-10 21:47:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78629139,https://inaturalist-open-data.s3.amazonaws.com/photos/128702822/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3818644695,-122.3213473522,10,,,,10,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,Not sure,No selection,No selection,,"",,,,"",,,,,,,,,No Selection,,No Selection,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,No selection,No selection,No selection,,,,,,,,,,,,,,,,,,,,
78629438,eaf2643e-6de3-4150-be4f-4cdfebe8b27a,Thu May 13 2021 14:41:56 GMT-0700 (PDT),2021-05-13,2021-05-13 21:41:56 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 21:44:58 UTC,2021-12-10 21:47:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78629438,https://inaturalist-open-data.s3.amazonaws.com/photos/128703243/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.381819333,-122.3213439157,5,,,,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,Not sure,No selection,Small (can wrap hands around trunk),,"",,,,"",,,,,,,,,No Selection,,No Selection,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,No selection,No selection,No selection,,,,,,,,,,,,,,,,,,,,
78629611,adf37ff9-41bd-4d08-ba14-04f093e0de85,Thu May 13 2021 14:44:36 GMT-0700 (PDT),2021-05-13,2021-05-13 21:44:36 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 21:46:22 UTC,2021-12-10 21:47:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78629611,https://inaturalist-open-data.s3.amazonaws.com/photos/128703539/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3818266672,-122.3213388027,10,,,,10,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,Not sure,No selection,Medium (can wrap arms around trunk),,"",,,,"",,,,,,,,,No Selection,,No Selection,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,No selection,No selection,No selection,,,,,,,,,,,,,,,,,,,,
78629848,bc50bb66-50cf-4ef8-9c38-1a30ab9b5f75,Thu May 13 2021 14:46:27 GMT-0700 (PDT),2021-05-13,2021-05-13 21:46:27 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 21:48:51 UTC,2021-12-10 21:47:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78629848,https://inaturalist-open-data.s3.amazonaws.com/photos/128703953/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3818492564,-122.3213621044,5,,,,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Other (please describe in Notes),,60-99% of the canopy is unhealthy,0,Not sure,No selection,No selection,,"",,,,"",,,,,,,,,No Selection,,No Selection,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,No selection,No selection,No selection,,,,,,,,,,,,,,,,,,,,
78632126,9a972166-c6e2-4cf7-9126-bab4295eea8f,Thu May 13 2021 15:07:12 GMT-0700 (PDT),2021-05-13,2021-05-13 22:07:12 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 22:07:57 UTC,2021-12-10 21:47:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78632126,https://inaturalist-open-data.s3.amazonaws.com/photos/128707243/medium.jpg,,"","",1,0,false,3,"S 245th Pl, Des Moines, WA, US",47.3818456941,-122.3212929537,5,,,,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,Not sure,No selection,Medium (can wrap arms around trunk),,"",,,,"",,,,,,,,,No Selection,,No Selection,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,No selection,No selection,No selection,,,,,,,,,,,,,,,,,,,,
78632275,b2b4937c-10ac-49c0-a754-8e7a5147ce3a,Thu May 13 2021 15:08:17 GMT-0700 (PDT),2021-05-13,2021-05-13 22:08:17 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 22:09:32 UTC,2021-12-10 21:47:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78632275,https://inaturalist-open-data.s3.amazonaws.com/photos/128707509/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3819081393,-122.3212785368,5,,,,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,"Yes (please elaborate in Notes, add Picture if possible)",No selection,No selection,,"",,,,"",,,,,,,,,No Selection,,No Selection,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,No selection,No selection,No selection,,,,,,,,,,,,,,,,,,,,
78632335,4871141a-1912-4e11-b4fa-ea6205df5ef4,Thu May 13 2021 15:09:44 GMT-0700 (PDT),2021-05-13,2021-05-13 22:09:44 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 22:10:15 UTC,2021-12-10 21:47:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78632335,https://inaturalist-open-data.s3.amazonaws.com/photos/128707634/medium.jpg,,"","",1,0,false,3,"S 245th Pl, Des Moines, WA, US",47.3819007632,-122.3212536426,5,,,,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",2-3,"Yes (please elaborate in Notes, add Picture if possible)",No selection,No selection,,"",,,,"",,,,,,,,,No Selection,,No Selection,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,No selection,No selection,No selection,,,,,,,,,,,,,,,,,,,,
78632829,40d1f343-5b38-450d-ab2d-c6fd65c2bb80,Thu May 13 2021 15:15:00 GMT-0700 (PDT),2021-05-13,2021-05-13 22:15:00 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 22:15:41 UTC,2023-01-11 20:41:42 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/78632829,https://inaturalist-open-data.s3.amazonaws.com/photos/128708644/medium.jpg,,"","",3,0,false,3,"9th Pl S, Des Moines, WA, US",47.3819246516,-122.3217543774,5,,,,5,,,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,"Cypresses, Cedars, Junipers, and Allies",Cupressoideae,"Cypresses, Cedars, Junipers, and Allies",Plantae,1150915,,Healthy,,"Healthy, no dieback(0%)",0,Not sure,No selection,Medium (can wrap arms around trunk),,"",,,,"",,,,,,,,,No Selection,,No Selection,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,No selection,No selection,No selection,,,,,,,,,,,,,,,,,,,,
78632926,eec0e44d-5576-4c67-862b-ebed6b4d6505,Thu May 13 2021 15:15:53 GMT-0700 (PDT),2021-05-13,2021-05-13 22:15:53 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 22:17:02 UTC,2021-12-10 21:47:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78632926,https://inaturalist-open-data.s3.amazonaws.com/photos/128708777/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3819043674,-122.3217081932,5,,,,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,Not sure,No selection,Medium (can wrap arms around trunk),,"",,,,"",,,,,,,,,No Selection,,No Selection,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,No selection,No selection,No selection,,,,,,,,,,,,,,,,,,,,
78633395,154bab09-1dd4-46bb-a5f6-fd9bc2cbd8c5,Thu May 13 2021 15:21:45 GMT-0700 (PDT),2021-05-13,2021-05-13 22:21:45 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 22:22:27 UTC,2021-12-10 21:47:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78633395,https://inaturalist-open-data.s3.amazonaws.com/photos/128709596/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3819080554,-122.3217864801,5,,,,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,Not sure,No selection,Very Large (would take many people to wrap arms around trunk),,"",,,,"",,,,,,,,,No Selection,,No Selection,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,No selection,No selection,No selection,,,,,,,,,,,,,,,,,,,,
78633614,486fe375-f21d-4dfa-8575-4879422a3e49,Thu May 13 2021 15:24:34 GMT-0700 (PDT),2021-05-13,2021-05-13 22:24:34 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 22:24:59 UTC,2021-12-10 21:47:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78633614,https://inaturalist-open-data.s3.amazonaws.com/photos/128710054/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3819236877,-122.3217979633,5,,,,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,Not sure,No selection,Small (can wrap hands around trunk),,"",,,,"",,,,,,,,,No Selection,,No Selection,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,No selection,No selection,No selection,,,,,,,,,,,,,,,,,,,,
78633693,d806496a-aa61-42a6-bbe6-542d4f49fbe8,Thu May 13 2021 15:25:14 GMT-0700 (PDT),2021-05-13,2021-05-13 22:25:14 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 22:25:52 UTC,2021-12-10 21:49:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78633693,https://inaturalist-open-data.s3.amazonaws.com/photos/128710197/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3818822811,-122.3219274637,5,,,,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,Not sure,No selection,Large (too big to wrap arms around trunk),,"",,,,"",,,,,,,,,No Selection,,No Selection,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,No selection,No selection,No selection,,,,,,,,,,,,,,,,,,,,
78634103,6ef8d5ba-9c81-4cdb-a721-bbb5abfefed5,Thu May 13 2021 15:28:53 GMT-0700 (PDT),2021-05-13,2021-05-13 22:28:53 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 22:29:23 UTC,2021-12-10 21:49:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78634103,https://inaturalist-open-data.s3.amazonaws.com/photos/128710844/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3818918784,-122.3219549564,5,,,,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,Not sure,No selection,Medium (can wrap arms around trunk),,"",,,,"",,,,,,,,,No Selection,,No Selection,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,No selection,No selection,No selection,,,,,,,,,,,,,,,,,,,,
78780019,5afdcdf6-068c-4733-a80d-1f205c87fec6,Fri May 14 2021 18:14:03 GMT-0700 (PDT),2021-05-14,2021-05-15 01:14:03 UTC,Pacific Time (US & Canada),3898930,michael_james_burkhow,Michael James Burkhow,2021-05-15 01:47:15 UTC,2024-02-05 23:35:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78780019,https://inaturalist-open-data.s3.amazonaws.com/photos/128968833/medium.jpg,,"",Topped for power lines thriving in a very narrow median,1,0,false,3,"Summit Ave E, Seattle, WA, US",47.6261633333,-122.325425,41,,,,41,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,"Yes (please elaborate in Notes, add Picture if possible)",Mechanical damage or fire scars,Medium (can wrap arms around trunk),,"",,,,"",,,,,,,,,Yes,,Upland or well drained,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Roadside,Middle of a slope,No selection,No,,,,,,,,,,,,,,,,,,,,
78781760,ccd9654a-e287-4579-bf64-52fdb0151089,Fri May 14 2021 18:04:45 GMT-0700 (PDT),2021-05-14,2021-05-15 01:04:45 UTC,Pacific Time (US & Canada),3898930,michael_james_burkhow,Michael James Burkhow,2021-05-15 02:06:42 UTC,2021-05-15 15:25:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78781760,https://inaturalist-open-data.s3.amazonaws.com/photos/128972258/medium.jpg,,"",Thriving on a hillside above I-5.,1,0,false,3,"Lakeview Blvd E, Seattle, WA, US",47.63093,-122.3245783333,27,,,,27,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,No,Invasive plants present or growing on tree,Large (too big to wrap arms around trunk),,"",,,,Very exposed location,,,,,,,,,Yes,,Upland or well drained,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Roadside,Middle of a slope,No selection,No,,,,,,,,,,,,,,,,,,,,
78785211,6e885ce6-11f1-437f-9744-eb99bd29f728,Fri May 14 2021 19:29:39 GMT-0700 (PDT),2021-05-14,2021-05-15 02:29:39 UTC,Pacific Time (US & Canada),2292352,rondalarsonkramer,,2021-05-15 02:39:31 UTC,2021-08-29 22:54:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78785211,https://inaturalist-open-data.s3.amazonaws.com/photos/128978866/medium.jpg,,"","",1,0,false,3,"Eastside St SE, Olympia, WA, US",47.0317877876,-122.8870602698,8,,,,8,,open,false,,,,Thurston,Washington,United States,Washington,Thurston,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Old Dead Top (needles already gone),,60-99% of the canopy is unhealthy,0,"Yes (please elaborate in Notes, add Picture if possible)","Animal damage (woodpecker/sapsucker holes, bark peeling)",Large (too big to wrap arms around trunk),,10,,,,Trunk surrounded by impervious surface on all sides within 2ft of base.,,,,,,,,,Yes,,Upland or well drained,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Roadside,Middle of a slope,Not sure,No,,,,,,,,,,,,,,,,,,,,
78799651,5d31cc48-5494-487d-8e60-e054fa883f2b,Thu May 13 2021 17:25:43 GMT-0700 (PDT),2021-05-13,2021-05-14 00:25:43 UTC,Pacific Time (US & Canada),4007246,jake_and_kristin_pool,Jake and Kristin Pool,2021-05-15 06:09:05 UTC,2021-12-10 21:49:53 UTC,research,,https://www.inaturalist.org/observations/78799651,https://static.inaturalist.org/photos/129005881/medium.jpg,,"","",1,0,false,3,"Mountain Hwy E, Graham, WA, US",47.0234305,-122.371925,5,,,,5,,open,false,,,,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Thinning Canopy,,30-59% of the canopy is unhealthy,0,Not sure,No selection,Medium (can wrap arms around trunk),,1,,,,"",,,,,,,,,No Selection,,No Selection,Rural,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,No selection,No selection,No selection,,,,,,,,,,,,,,,,,,,,
78799751,cf55e39f-ac1a-4cfd-90c3-374da9fd253f,Thu May 13 2021 17:23:00 GMT-0700 (PDT),2021-05-13,2021-05-14 00:23:00 UTC,Pacific Time (US & Canada),4007246,jake_and_kristin_pool,Jake and Kristin Pool,2021-05-15 06:11:27 UTC,2022-03-06 18:16:30 UTC,research,,https://www.inaturalist.org/observations/78799751,https://static.inaturalist.org/photos/129006263/medium.jpg,,"","",1,0,false,3,"Mountain Hwy E, Spanaway, WA, US",46.9999283333,-122.3595283333,5,,,,5,,open,false,,,,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Thinning Canopy,,30-59% of the canopy is unhealthy,7-10,Not sure,No selection,Medium (can wrap arms around trunk),,"",,,,"",,,,,,,,,Yes,,No Selection,Rural,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,No selection,No selection,Yes (please identify other species in notes),,,,,,,,,,,,,,,,,,,,
78799864,857ff4f7-1ed8-4b5a-9b60-3ab0aa97ee88,Thu May 13 2021 17:22:53 GMT-0700 (PDT),2021-05-13,2021-05-14 00:22:53 UTC,Pacific Time (US & Canada),4007246,jake_and_kristin_pool,Jake and Kristin Pool,2021-05-15 06:13:59 UTC,2022-03-06 18:17:29 UTC,research,,https://www.inaturalist.org/observations/78799864,https://static.inaturalist.org/photos/129006356/medium.jpg,,"","",1,0,false,3,"Mountain Hwy E, Spanaway, WA, US",46.9986283333,-122.3590866667,10,,,,10,,open,false,,,,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Old Dead Top (needles already gone),,30-59% of the canopy is unhealthy,4-6,Not sure,No selection,No selection,,1,,,,"",,,,,,,,,Yes,,No Selection,Rural,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Roadside,No selection,No selection,No selection,,,,,,,,,,,,,,,,,,,,
78799974,12f8ce28-dddb-48da-9b06-8eea9d5814ce,Thu May 13 2021 17:21:38 GMT-0700 (PDT),2021-05-13,2021-05-14 00:21:38 UTC,Pacific Time (US & Canada),4007246,jake_and_kristin_pool,Jake and Kristin Pool,2021-05-15 06:16:17 UTC,2022-03-06 18:17:02 UTC,research,,https://www.inaturalist.org/observations/78799974,https://static.inaturalist.org/photos/129006632/medium.jpg,,"","",1,0,false,3,"Mountain Hwy E, Graham, WA, US",46.9818333333,-122.357925,5,,,,5,,open,false,,,,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Old Dead Top (needles already gone),,60-99% of the canopy is unhealthy,4-6,Not sure,No selection,No selection,,"",,,,"",,,,,,,,,Yes,,No Selection,Rural,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,No selection,No selection,No selection,,,,,,,,,,,,,,,,,,,,
78800052,0a48b20a-0996-4020-948a-036840c8d8f5,Thu May 13 2021 17:08:18 GMT-0700 (PDT),2021-05-13,2021-05-14 00:08:18 UTC,Pacific Time (US & Canada),4007246,jake_and_kristin_pool,Jake and Kristin Pool,2021-05-15 06:18:18 UTC,2021-12-10 21:49:55 UTC,research,,https://www.inaturalist.org/observations/78800052,https://static.inaturalist.org/photos/129006812/medium.jpg,,"","",1,0,false,3,"Kapowsin Hwy E, Graham, WA, US",46.9826283333,-122.2825783333,5,,,,5,,open,false,,,,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Tree is dead,,tree is dead,2-3,Not sure,No selection,No selection,,"",,,,"",,,,,,,,,No Selection,,No Selection,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,No selection,No selection,No selection,,,,,,,,,,,,,,,,,,,,
78800152,bc322b71-4c8b-4d79-9778-7fe9d477ea7e,Thu May 13 2021 17:04:43 GMT-0700 (PDT),2021-05-13,2021-05-14 00:04:43 UTC,Pacific Time (US & Canada),4007246,jake_and_kristin_pool,Jake and Kristin Pool,2021-05-15 06:20:32 UTC,2021-12-10 21:49:56 UTC,research,,https://www.inaturalist.org/observations/78800152,https://static.inaturalist.org/photos/129006989/medium.jpg,,"","",1,0,false,3,"144th Ave E, Graham, WA, US",46.974525,-122.2426616667,5,,,,5,,open,false,,,,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Thinning Canopy,,30-59% of the canopy is unhealthy,2-3,Not sure,No selection,Large (too big to wrap arms around trunk),,"",,,,"",,,,,,,,,No Selection,,No Selection,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,No selection,No selection,No selection,,,,,,,,,,,,,,,,,,,,
78844909,524b6aed-59f7-45ec-aa3a-f022d3ff5d17,Sat May 15 2021 08:39:22 GMT-0700 (PDT),2021-05-15,2021-05-15 15:39:22 UTC,Pacific Time (US & Canada),1762295,pdxmat,,2021-05-15 15:43:33 UTC,2022-04-03 03:01:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78844909,https://inaturalist-open-data.s3.amazonaws.com/photos/129080905/medium.jpg,,"","",1,0,false,3,"Cook Park, Tigard, OR, US",45.3949606798,-122.7738870969,5,,,,5,,open,false,,,,Washington,Oregon,United States,Oregon,Washington,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,No,No selection,Large (too big to wrap arms around trunk),,10,,,,"",,,,,,,,,Yes,,Upland or well drained,Suburban,"Medium (moderately used trails, etc)",Urban yard or open park grounds,Area is flat (e.g. field),This is the first time I have seen this tree,Not sure,,,,,,,,,,,,,,,,,,,,
78890579,1ab05f44-0c52-404e-b521-9fc313ac7518,2021-05-14 16:29:56,2021-05-14,2021-05-14 23:29:56 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2021-05-15 20:43:52 UTC,2024-12-26 19:43:42 UTC,needs_id,,https://www.inaturalist.org/observations/78890579,https://static.inaturalist.org/photos/129157655/medium.jpeg,,"",,0,0,false,2,"Nehalem, OR 97131, USA",45.7175888889,-123.9161833333,,,,,,,open,false,gps,gps,,Tillamook,Oregon,United States,Oregon,Tillamook,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Thinning Canopy,,1-29% of the canopy is unhealthy,4-6,No,Mechanical damage or fire scars,Large (too big to wrap arms around trunk),,30,,,,I've seen and IDd these trees before. The tops were all cut off due to the electrical lines and the wind damage. Tree has slight dieback on top of canopy removal.,,,,,,,,,No Selection,,No Selection,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,No selection,Symptoms first observed in 2021,No selection,,,,,,,,,,,,,,,,,,,,
